A,B,C,leg1,leg2,leg3,baseMin1,quoteMin1,baseInc1,quoteInc1,priceInc1,baseMin2,quoteMin2,baseInc2,quoteInc2,priceInc2,baseMin3,quoteMin3,baseInc3,quoteInc3,priceInc3
USDT,RLC,BTC,BUY RLC/USDT,BUY BTC/RLC,SELL BTC/USDT,0.1,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,XMR,BUY BTC/USDT,BUY XMR/BTC,SELL XMR/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.00001,0.001,0.000001,0.000001,0.001,1,0.001,0.01,0.01
USDT,XMR,BTC,BUY XMR/USDT,BUY BTC/XMR,SELL BTC/USDT,0.001,0.00001,0.001,0.000001,0.000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,WIN,BUY BTC/USDT,BUY WIN/BTC,SELL WIN/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1000,0.000001,0.0001,0.000000000001,0.000000000001,1000,0.1,0.0001,0.00000001,0.00000001
USDT,WIN,BTC,BUY WIN/USDT,BUY BTC/WIN,SELL BTC/USDT,1000,0.000001,0.0001,0.000000000001,0.000000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,SNX,BUY BTC/USDT,BUY SNX/BTC,SELL SNX/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.00001,0.01,0.00000001,0.00000001,1,0.1,0.01,0.0001,0.0001
USDT,SNX,BTC,BUY SNX/USDT,BUY BTC/SNX,SELL BTC/USDT,0.01,0.00001,0.01,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ERG,BUY BTC/USDT,BUY ERG/BTC,SELL ERG/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.000001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,ERG,BTC,BUY ERG/USDT,BUY BTC/ERG,SELL BTC/USDT,0.1,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ETH,BUY BTC/USDT,BUY ETH/BTC,SELL ETH/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.0001,0.00001,0.0000001,0.00001,0.00001,0.0001,0.01,0.0000001,0.000001,0.01
USDT,ETH,BTC,BUY ETH/USDT,BUY BTC/ETH,SELL BTC/USDT,0.0001,0.00001,0.0000001,0.00001,0.00001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,EWT,BUY BTC/USDT,BUY EWT/BTC,SELL EWT/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.01,0.000000001,0.000000001,1,0.1,0.01,0.0001,0.0001
USDT,EWT,BTC,BUY EWT/USDT,BUY BTC/EWT,SELL BTC/USDT,1,0.000001,0.01,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,IOTA,BUY BTC/USDT,BUY IOTA/BTC,SELL IOTA/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.000001,0.0001,0.000000001,0.000000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,IOTA,BTC,BUY IOTA/USDT,BUY BTC/IOTA,SELL BTC/USDT,0.1,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,HBAR,BUY BTC/USDT,BUY HBAR/BTC,SELL HBAR/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.000000001,0.000000001,1,0.1,0.0001,0.00001,0.00001
USDT,HBAR,BTC,BUY HBAR/USDT,BUY BTC/HBAR,SELL BTC/USDT,1,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,TWT,BUY BTC/USDT,BUY TWT/BTC,SELL TWT/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.000001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,TWT,BTC,BUY TWT/USDT,BUY BTC/TWT,SELL BTC/USDT,0.1,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,KAS,BUY BTC/USDT,BUY KAS/BTC,SELL KAS/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.000000001,0.000000001,10,0.1,0.0001,0.00001,0.00001
USDT,KAS,BTC,BUY KAS/USDT,BUY BTC/KAS,SELL BTC/USDT,1,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,GAS,BUY BTC/USDT,BUY GAS/BTC,SELL GAS/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.00001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,GAS,BTC,BUY GAS/USDT,BUY BTC/GAS,SELL BTC/USDT,0.01,0.00001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,SXP,BUY BTC/USDT,BUY SXP/BTC,SELL SXP/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.000001,0.0001,0.000000001,0.000000001,0.01,0.1,0.0001,0.0001,0.0001
USDT,SXP,BTC,BUY SXP/USDT,BUY BTC/SXP,SELL BTC/USDT,0.01,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ONT,BUY BTC/USDT,BUY ONT/BTC,SELL ONT/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.00001,0.0001,0.000000001,0.000000001,0.01,0.1,0.0001,0.000001,0.00001
USDT,ONT,BTC,BUY ONT/USDT,BUY BTC/ONT,SELL BTC/USDT,0.01,0.00001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,VSYS,BUY BTC/USDT,BUY VSYS/BTC,SELL VSYS/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.00001,1,0.000000000001,0.000000000001,0.1,0.1,1,0.0000001,0.0000001
USDT,VSYS,BTC,BUY VSYS/USDT,BUY BTC/VSYS,SELL BTC/USDT,0.1,0.00001,1,0.000000000001,0.000000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,XYO,BUY BTC/USDT,BUY XYO/BTC,SELL XYO/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.00001,0.0001,0.00000001,0.0000000001,10,0.1,0.0001,0.000001,0.000001
USDT,XYO,BTC,BUY XYO/USDT,BUY BTC/XYO,SELL BTC/USDT,10,0.00001,0.0001,0.00000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,POND,BUY BTC/USDT,BUY POND/BTC,SELL POND/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.0000000001,0.0000000001,1,0.1,0.0001,0.000001,0.000001
USDT,POND,BTC,BUY POND/USDT,BUY BTC/POND,SELL BTC/USDT,1,0.000001,0.0001,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,A,BUY BTC/USDT,BUY A/BTC,SELL A/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,1,0.000000001,0.000000001,1,0.1,0.01,0.0001,0.0001
USDT,A,BTC,BUY A/USDT,BUY BTC/A,SELL BTC/USDT,1,0.000001,1,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,SUPER,BUY BTC/USDT,BUY SUPER/BTC,SELL SUPER/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.000000001,0.000000001,1,0.1,0.01,0.0001,0.0001
USDT,SUPER,BTC,BUY SUPER/USDT,BUY BTC/SUPER,SELL BTC/USDT,1,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,WAN,BUY BTC/USDT,BUY WAN/BTC,SELL WAN/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.00001,0.0001,0.000000001,0.000000001,0.1,0.00000001,0.0001,0.00001,0.00001
USDT,WAN,BTC,BUY WAN/USDT,BUY BTC/WAN,SELL BTC/USDT,0.1,0.00001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,CHZ,BUY BTC/USDT,BUY CHZ/BTC,SELL CHZ/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.00000001,0.0000000001,1,0.1,0.0001,0.00001,0.00001
USDT,CHZ,BTC,BUY CHZ/USDT,BUY BTC/CHZ,SELL BTC/USDT,1,0.000001,0.0001,0.00000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,PERP,BUY BTC/USDT,BUY PERP/BTC,SELL PERP/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.00001,0.0001,0.000000001,0.000000001,0.01,0.1,0.0001,0.0001,0.0001
USDT,PERP,BTC,BUY PERP/USDT,BUY BTC/PERP,SELL BTC/USDT,1,0.00001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,XDC,BUY BTC/USDT,BUY XDC/BTC,SELL XDC/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.000001,0.0001,0.000000001,0.000000001,1,0.1,0.0001,0.00001,0.00001
USDT,XDC,BTC,BUY XDC/USDT,BUY BTC/XDC,SELL BTC/USDT,10,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ONE,BUY BTC/USDT,BUY ONE/BTC,SELL ONE/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.0000000001,0.0000000001,1,0.1,0.0001,0.000001,0.000001
USDT,ONE,BTC,BUY ONE/USDT,BUY BTC/ONE,SELL BTC/USDT,1,0.000001,0.0001,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,INJ,BUY BTC/USDT,BUY INJ/BTC,SELL INJ/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.00001,0.0001,0.00000001,0.00000001,0.01,0.1,0.0001,0.001,0.001
USDT,INJ,BTC,BUY INJ/USDT,BUY BTC/INJ,SELL BTC/USDT,0.01,0.00001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,EGLD,BUY BTC/USDT,BUY EGLD/BTC,SELL EGLD/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.00001,0.0001,0.00000001,0.00000001,0.01,1,0.0001,0.01,0.01
USDT,EGLD,BTC,BUY EGLD/USDT,BUY BTC/EGLD,SELL BTC/USDT,0.01,0.00001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,TRVL,BUY BTC/USDT,BUY TRVL/BTC,SELL TRVL/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,1,0.0000000001,0.0000000001,1,0.1,1,0.000001,0.000001
USDT,TRVL,BTC,BUY TRVL/USDT,BUY BTC/TRVL,SELL BTC/USDT,1,0.000001,1,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,PAXG,BUY BTC/USDT,BUY PAXG/BTC,SELL PAXG/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.0001,0.000001,0.0001,0.000001,0.000001,0.0001,0.1,0.0001,0.01,0.01
USDT,PAXG,BTC,BUY PAXG/USDT,BUY BTC/PAXG,SELL BTC/USDT,0.0001,0.000001,0.0001,0.000001,0.000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,BCHSV,BUY BTC/USDT,BUY BCHSV/BTC,SELL BCHSV/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.00001,0.001,0.0000001,0.0000001,0.001,0.1,0.001,0.01,0.01
USDT,BCHSV,BTC,BUY BCHSV/USDT,BUY BTC/BCHSV,SELL BTC/USDT,0.001,0.00001,0.001,0.0000001,0.0000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,KCS,BUY BTC/USDT,BUY KCS/BTC,SELL KCS/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.00001,0.0001,0.0000001,0.0000001,0.1,0.1,0.0001,0.0001,0.001
USDT,KCS,BTC,BUY KCS/USDT,BUY BTC/KCS,SELL BTC/USDT,0.01,0.00001,0.0001,0.0000001,0.0000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ETC,BUY BTC/USDT,BUY ETC/BTC,SELL ETC/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.00001,0.000001,0.0000001,0.0000001,0.01,0.1,0.000001,0.000001,0.0001
USDT,ETC,BTC,BUY ETC/USDT,BUY BTC/ETC,SELL BTC/USDT,0.01,0.00001,0.000001,0.0000001,0.0000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,BCH,BUY BTC/USDT,BUY BCH/BTC,SELL BCH/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.0001,0.000001,0.0001,0.000001,0.000001,0.0001,0.1,0.0001,0.01,0.01
USDT,BCH,BTC,BUY BCH/USDT,BUY BTC/BCH,SELL BTC/USDT,0.0001,0.000001,0.0001,0.000001,0.000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,NEAR,BUY BTC/USDT,BUY NEAR/BTC,SELL NEAR/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.000001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,NEAR,BTC,BUY NEAR/USDT,BUY BTC/NEAR,SELL BTC/USDT,0.1,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ELA,BUY BTC/USDT,BUY ELA/BTC,SELL ELA/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.00001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,ELA,BTC,BUY ELA/USDT,BUY BTC/ELA,SELL BTC/USDT,0.01,0.00001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,XLM,BUY BTC/USDT,BUY XLM/BTC,SELL XLM/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.00001,0.0001,0.000000001,0.000000001,1,0.1,0.01,0.0001,0.0001
USDT,XLM,BTC,BUY XLM/USDT,BUY BTC/XLM,SELL BTC/USDT,0.1,0.00001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,LINK,BUY BTC/USDT,BUY LINK/BTC,SELL LINK/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.000001,0.0001,0.00000001,0.00000001,0.01,0.1,0.0001,0.0001,0.0001
USDT,LINK,BTC,BUY LINK/USDT,BUY BTC/LINK,SELL BTC/USDT,0.001,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,KNC,BUY BTC/USDT,BUY KNC/BTC,SELL KNC/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.00001,0.0001,0.000000001,0.000000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,KNC,BTC,BUY KNC/USDT,BUY BTC/KNC,SELL BTC/USDT,0.1,0.00001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,COTI,BUY BTC/USDT,BUY COTI/BTC,SELL COTI/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.01,0.0000000001,0.0000000001,1,0.1,0.01,0.00001,0.00001
USDT,COTI,BTC,BUY COTI/USDT,BUY BTC/COTI,SELL BTC/USDT,1,0.000001,0.01,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,XRP,BUY BTC/USDT,BUY XRP/BTC,SELL XRP/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.00001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.000001,0.00001
USDT,XRP,BTC,BUY XRP/USDT,BUY BTC/XRP,SELL BTC/USDT,0.1,0.00001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,TRX,BUY BTC/USDT,BUY TRX/BTC,SELL TRX/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.00001,0.01,0.000000001,0.000000001,1,0.1,0.01,0.0001,0.0001
USDT,TRX,BTC,BUY TRX/USDT,BUY BTC/TRX,SELL BTC/USDT,1,0.00001,0.01,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,OGN,BUY BTC/USDT,BUY OGN/BTC,SELL OGN/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.000001,0.0001,0.000000001,0.000000001,0.1,0.1,0.0001,0.00001,0.00001
USDT,OGN,BTC,BUY OGN/USDT,BUY BTC/OGN,SELL BTC/USDT,0.1,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,CRO,BUY BTC/USDT,BUY CRO/BTC,SELL CRO/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.00001,0.0001,0.000000001,0.000000001,0.1,0.1,0.0001,0.00001,0.00001
USDT,CRO,BTC,BUY CRO/USDT,BUY BTC/CRO,SELL BTC/USDT,1,0.00001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,KRL,BUY BTC/USDT,BUY KRL/BTC,SELL KRL/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.00001,0.0001,0.0000000001,0.0000000001,10,1,0.0001,0.00001,0.00001
USDT,KRL,BTC,BUY KRL/USDT,BUY BTC/KRL,SELL BTC/USDT,10,0.00001,0.0001,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ATOM,BUY BTC/USDT,BUY ATOM/BTC,SELL ATOM/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.000001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,ATOM,BTC,BUY ATOM/USDT,BUY BTC/ATOM,SELL BTC/USDT,0.01,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,XCN,BUY BTC/USDT,BUY XCN/BTC,SELL XCN/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.000001,0.0001,0.00000000001,0.00000000001,10,0.1,0.0001,0.0000001,0.0000001
USDT,XCN,BTC,BUY XCN/USDT,BUY BTC/XCN,SELL BTC/USDT,10,0.000001,0.0001,0.00000000001,0.00000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ICP,BUY BTC/USDT,BUY ICP/BTC,SELL ICP/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.000001,0.0001,0.00000001,0.00000001,0.001,0.1,0.0001,0.001,0.001
USDT,ICP,BTC,BUY ICP/USDT,BUY BTC/ICP,SELL BTC/USDT,0.001,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,WAVES,BUY BTC/USDT,BUY WAVES/BTC,SELL WAVES/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.000001,0.0001,0.00000001,0.00000001,0.01,0.1,0.0001,0.0001,0.0001
USDT,WAVES,BTC,BUY WAVES/USDT,BUY BTC/WAVES,SELL BTC/USDT,0.01,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,RUNE,BUY BTC/USDT,BUY RUNE/BTC,SELL RUNE/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.000001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,RUNE,BTC,BUY RUNE/USDT,BUY BTC/RUNE,SELL BTC/USDT,0.1,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,VRA,BUY BTC/USDT,BUY VRA/BTC,SELL VRA/USDT,0.00001,0.1,0.00000001,0.000001,0.1,100,0.000001,1,0.000000000001,0.000000000001,100,0.1,1,0.0000001,0.0000001
USDT,VRA,BTC,BUY VRA/USDT,BUY BTC/VRA,SELL BTC/USDT,100,0.000001,1,0.000000000001,0.000000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,RSR,BUY BTC/USDT,BUY RSR/BTC,SELL RSR/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.000001,0.0001,0.0000000001,0.0000000001,10,0.1,0.0001,0.000001,0.000001
USDT,RSR,BTC,BUY RSR/USDT,BUY BTC/RSR,SELL BTC/USDT,10,0.000001,0.0001,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,IOTX,BUY BTC/USDT,BUY IOTX/BTC,SELL IOTX/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.00001,0.0001,0.0000000001,0.0000000001,1,0.1,0.0001,0.00001,0.00001
USDT,IOTX,BTC,BUY IOTX/USDT,BUY BTC/IOTX,SELL BTC/USDT,1,0.00001,0.0001,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ALGO,BUY BTC/USDT,BUY ALGO/BTC,SELL ALGO/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.000001,0.0001,0.000000001,0.000000001,1,0.1,0.0001,0.0001,0.0001
USDT,ALGO,BTC,BUY ALGO/USDT,BUY BTC/ALGO,SELL BTC/USDT,0.01,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,LTC,BUY BTC/USDT,BUY LTC/BTC,SELL LTC/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.00001,0.001,0.000001,0.000001,0.001,0.1,0.001,0.01,0.01
USDT,LTC,BTC,BUY LTC/USDT,BUY BTC/LTC,SELL BTC/USDT,0.001,0.00001,0.001,0.000001,0.000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,TRAC,BUY BTC/USDT,BUY TRAC/BTC,SELL TRAC/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.00001,0.0001,0.00000001,0.00000001,1,0.1,0.0001,0.0001,0.0001
USDT,TRAC,BTC,BUY TRAC/USDT,BUY BTC/TRAC,SELL BTC/USDT,1,0.00001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,DAG,BUY BTC/USDT,BUY DAG/BTC,SELL DAG/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.00001,0.0001,0.00000001,0.0000000001,1,0.1,0.0001,0.000001,0.000001
USDT,DAG,BTC,BUY DAG/USDT,BUY BTC/DAG,SELL BTC/USDT,10,0.00001,0.0001,0.00000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,NEO,BUY BTC/USDT,BUY NEO/BTC,SELL NEO/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.00001,0.000001,0.0000001,0.0000001,0.001,0.1,0.000001,0.000001,0.0001
USDT,NEO,BTC,BUY NEO/USDT,BUY BTC/NEO,SELL BTC/USDT,0.001,0.00001,0.000001,0.0000001,0.0000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,AVAX,BUY BTC/USDT,BUY AVAX/BTC,SELL AVAX/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.000001,0.0001,0.00000001,0.00000001,0.01,0.1,0.0001,0.001,0.001
USDT,AVAX,BTC,BUY AVAX/USDT,BUY BTC/AVAX,SELL BTC/USDT,0.01,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,DASH,BUY BTC/USDT,BUY DASH/BTC,SELL DASH/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.0001,0.00001,0.00000001,0.0000001,0.0000001,0.0001,0.1,0.0001,0.01,0.01
USDT,DASH,BTC,BUY DASH/USDT,BUY BTC/DASH,SELL BTC/USDT,0.0001,0.00001,0.00000001,0.0000001,0.0000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,OM,BUY BTC/USDT,BUY OM/BTC,SELL OM/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.000000001,0.000000001,1,0.1,0.0001,0.00001,0.00001
USDT,OM,BTC,BUY OM/USDT,BUY BTC/OM,SELL BTC/USDT,1,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
