A,B,C,Leg1,Step1,MinQty1,MinNotional1,Leg2,Step2,MinQty2,MinNotional2,Leg3,Step3,MinQty3,MinNotional3,Leg1Symbol,Leg1Side,Leg1Base,Leg1Quote,Leg1QtyStep,Leg1QuoteStep,Leg1PriceStep,Leg1MinQty,Leg1MinQuote,Leg1MinNotional,Leg2Symbol,Leg2Side,Leg2Base,Leg2Quote,Leg2QtyStep,Leg2QuoteStep,Leg2PriceStep,Leg2MinQty,Leg2MinQuote,Leg2MinNotional,Leg3Symbol,Leg3Side,Leg3Base,Leg3Quote,Leg3QtyStep,Leg3QuoteStep,Leg3PriceStep,Leg3MinQty,Leg3MinQuote,Leg3MinNotional
USDT,ETH,BCHSV,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY BCHSV/ETH,0.001,0.001,0.00001,SELL BCHSV/USDT,0.001,0.001,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,BCHSV-ETH,BUY,BCHSV,ETH,0.001,0.00001,0.00001,0.001,0.0001,0.00001,BCHSV-USDT,SELL,BCHSV,USDT,0.001,0.01,0.01,0.001,0.1,0.1
USDT,ETH,BRL,BUY ETH/USDT,0.0000001,0.0001,0.1,SELL ETH/BRL,0.0001,0.0001,0,BUY USDT/BRL,0.0001,0.01,0,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ETH-BRL,SELL,ETH,BRL,0.0001,0.01,0.01,0.0001,0.1,0,USDT-BRL,BUY,USDT,BRL,0.0001,0.0001,0.0001,0.01,0.1,0
USDT,ETH,BTC,BUY ETH/USDT,0.0000001,0.0001,0.1,SELL ETH/BTC,0.0000001,0.0001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ETH-BTC,SELL,ETH,BTC,0.0000001,0.00001,0.00001,0.0001,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,ETH,CSPR,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY CSPR/ETH,0.0001,10,0.00001,SELL CSPR/USDT,1,100,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,CSPR-ETH,BUY,CSPR,ETH,0.0001,0.000000001,0.000000001,10,0.00001,0.00001,CSPR-USDT,SELL,CSPR,USDT,1,0.000001,0.000001,100,0.1,0.1
USDT,ETH,DAG,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY DAG/ETH,0.0001,10,0.00001,SELL DAG/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,DAG-ETH,BUY,DAG,ETH,0.0001,0.00000001,0.00000001,10,0.0001,0.00001,DAG-USDT,SELL,DAG,USDT,0.0001,0.000001,0.000001,1,0.1,0.1
USDT,ETH,DASH,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY DASH/ETH,0.0001,0.0001,0.00001,SELL DASH/USDT,0.0001,0.0001,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,DASH-ETH,BUY,DASH,ETH,0.0001,0.00001,0.00001,0.0001,0.0001,0.00001,DASH-USDT,SELL,DASH,USDT,0.0001,0.01,0.01,0.0001,0.1,0.1
USDT,ETH,ENJ,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY ENJ/ETH,0.0001,0.1,0.00001,SELL ENJ/USDT,0.1,10,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ENJ-ETH,BUY,ENJ,ETH,0.0001,0.00000001,0.00000001,0.1,0.0001,0.00001,ENJ-USDT,SELL,ENJ,USDT,0.1,0.00001,0.00001,10,0.1,0.1
USDT,ETH,ETC,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY ETC/ETH,0.000001,0.01,0.00001,SELL ETC/USDT,0.000001,0.01,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ETC-ETH,BUY,ETC,ETH,0.000001,0.000001,0.000001,0.01,0.0001,0.00001,ETC-USDT,SELL,ETC,USDT,0.000001,0.000001,0.0001,0.01,0.1,0.1
USDT,ETH,EUR,BUY ETH/USDT,0.0000001,0.0001,0.1,SELL ETH/EUR,0.0001,0.0001,0,BUY USDT/EUR,0.0001,0.1,0,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ETH-EUR,SELL,ETH,EUR,0.0001,0.01,0.01,0.0001,0.1,0,USDT-EUR,BUY,USDT,EUR,0.0001,0.0001,0.0001,0.1,0.1,0
USDT,ETH,FET,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY FET/ETH,0.0001,0.1,0.00001,SELL FET/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,FET-ETH,BUY,FET,ETH,0.0001,0.00000001,0.00000001,0.1,0.0001,0.00001,FET-USDT,SELL,FET,USDT,0.0001,0.0001,0.0001,1,0.1,0.1
USDT,ETH,ICX,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY ICX/ETH,0.0001,1,0.00001,SELL ICX/USDT,0.1,10,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ICX-ETH,BUY,ICX,ETH,0.0001,0.00000001,0.00000001,1,0.00001,0.00001,ICX-USDT,SELL,ICX,USDT,0.1,0.00001,0.00001,10,0.1,0.1
USDT,ETH,IOST,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY IOST/ETH,0.0001,1,0.00001,SELL IOST/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,IOST-ETH,BUY,IOST,ETH,0.0001,0.000000001,0.000000001,1,0.0001,0.00001,IOST-USDT,SELL,IOST,USDT,0.0001,0.000001,0.000001,1,0.1,0.1
USDT,ETH,IOTX,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY IOTX/ETH,0.0001,1,0.00001,SELL IOTX/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,IOTX-ETH,BUY,IOTX,ETH,0.0001,0.000000001,0.000000001,1,0.0001,0.00001,IOTX-USDT,SELL,IOTX,USDT,0.0001,0.00001,0.00001,1,0.1,0.1
USDT,ETH,KCS,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY KCS/ETH,0.0001,0.01,0.00001,SELL KCS/USDT,0.0001,0.1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,KCS-ETH,BUY,KCS,ETH,0.0001,0.000001,0.000001,0.01,0.0001,0.00001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,ETH,KNC,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY KNC/ETH,0.0001,0.1,0.00001,SELL KNC/USDT,0.0001,0.1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,KNC-ETH,BUY,KNC,ETH,0.0001,0.0000001,0.0000001,0.1,0.0001,0.00001,KNC-USDT,SELL,KNC,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,ETH,LTC,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY LTC/ETH,0.001,0.001,0.00001,SELL LTC/USDT,0.001,0.001,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,LTC-ETH,BUY,LTC,ETH,0.001,0.00001,0.00001,0.001,0.0001,0.00001,LTC-USDT,SELL,LTC,USDT,0.001,0.01,0.01,0.001,0.1,0.1
USDT,ETH,LYX,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY LYX/ETH,0.0001,1,0.00001,SELL LYX/USDT,0.0001,0.1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,LYX-ETH,BUY,LYX,ETH,0.0001,0.0000001,0.0000001,1,0.00001,0.00001,LYX-USDT,SELL,LYX,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,ETH,MANA,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY MANA/ETH,0.0001,1,0.00001,SELL MANA/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,MANA-ETH,BUY,MANA,ETH,0.0001,0.0000001,0.0000001,1,0.0001,0.00001,MANA-USDT,SELL,MANA,USDT,0.0001,0.00001,0.00001,1,0.1,0.1
USDT,ETH,ONT,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY ONT/ETH,0.0001,0.01,0.00001,SELL ONT/USDT,0.0001,0.01,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ONT-ETH,BUY,ONT,ETH,0.0001,0.00000001,0.00000001,0.01,0.0001,0.00001,ONT-USDT,SELL,ONT,USDT,0.0001,0.000001,0.00001,0.01,0.1,0.1
USDT,ETH,SNX,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY SNX/ETH,0.00000001,0.01,0.00001,SELL SNX/USDT,0.01,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,SNX-ETH,BUY,SNX,ETH,0.00000001,0.000001,0.000001,0.01,0.0001,0.00001,SNX-USDT,SELL,SNX,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,ETH,STORJ,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY STORJ/ETH,0.0001,0.1,0.00001,SELL STORJ/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,STORJ-ETH,BUY,STORJ,ETH,0.0001,0.0000001,0.0000001,0.1,0.00001,0.00001,STORJ-USDT,SELL,STORJ,USDT,0.0001,0.0001,0.0001,1,0.1,0.1
USDT,ETH,TEL,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY TEL/ETH,0.01,100,0.00001,SELL TEL/USDT,1,1000,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,TEL-ETH,BUY,TEL,ETH,0.01,0.0000000001,0.0000000001,100,0.0001,0.00001,TEL-USDT,SELL,TEL,USDT,1,0.000001,0.000001,1000,0.1,0.1
USDT,ETH,TRAC,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY TRAC/ETH,0.0001,1,0.00001,SELL TRAC/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,TRAC-ETH,BUY,TRAC,ETH,0.0001,0.0000001,0.0000001,1,0.0001,0.00001,TRAC-USDT,SELL,TRAC,USDT,0.0001,0.0001,0.0001,1,0.1,0.1
USDT,ETH,TRX,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY TRX/ETH,0.01,1,0.00001,SELL TRX/USDT,0.01,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,TRX-ETH,BUY,TRX,ETH,0.01,0.00000001,0.00000001,1,0.0001,0.00001,TRX-USDT,SELL,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,ETH,VET,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY VET/ETH,0.0001,10,0.00001,SELL VET/USDT,0.1,10,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,VET-ETH,BUY,VET,ETH,0.0001,0.0000001,0.00000001,10,0.0001,0.00001,VET-USDT,SELL,VET,USDT,0.1,0.00001,0.00001,10,0.1,0.1
USDT,ETH,XDC,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY XDC/ETH,0.0001,1,0.00001,SELL XDC/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,XDC-ETH,BUY,XDC,ETH,0.0001,0.00000001,0.00000001,1,0.00001,0.00001,XDC-USDT,SELL,XDC,USDT,0.0001,0.00001,0.00001,1,0.1,0.1
USDT,ETH,XLM,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY XLM/ETH,0.0001,0.1,0.00001,SELL XLM/USDT,0.01,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,XLM-ETH,BUY,XLM,ETH,0.0001,0.0000001,0.00000001,0.1,0.0001,0.00001,XLM-USDT,SELL,XLM,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,ETH,XMR,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY XMR/ETH,0.001,0.001,0.00001,SELL XMR/USDT,0.001,0.001,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,XMR-ETH,BUY,XMR,ETH,0.001,0.00001,0.00001,0.001,0.0001,0.00001,XMR-USDT,SELL,XMR,USDT,0.001,0.01,0.01,0.001,1,0.1
USDT,ETH,XRP,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY XRP/ETH,0.0001,0.1,0.00001,SELL XRP/USDT,0.0001,0.1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,XRP-ETH,BUY,XRP,ETH,0.0001,0.0000001,0.0000001,0.1,0.0001,0.00001,XRP-USDT,SELL,XRP,USDT,0.0001,0.000001,0.00001,0.1,0.1,0.1
USDT,ETH,XYO,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY XYO/ETH,0.0001,10,0.00001,SELL XYO/USDT,0.0001,10,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,XYO-ETH,BUY,XYO,ETH,0.0001,0.000000001,0.000000001,10,0.0001,0.00001,XYO-USDT,SELL,XYO,USDT,0.0001,0.000001,0.000001,10,0.1,0.1
USDT,ETH,ZIL,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY ZIL/ETH,0.0001,1,0.00001,SELL ZIL/USDT,1,100,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ZIL-ETH,BUY,ZIL,ETH,0.0001,0.000000001,0.000000001,1,0.0001,0.00001,ZIL-USDT,SELL,ZIL,USDT,1,0.000001,0.000001,100,0.1,0.1
USDT,EUR,BTC,SELL USDT/EUR,0.0001,0.1,0,BUY BTC/EUR,0.00001,0.00001,0,SELL BTC/USDT,0.00000001,0.00001,0.1,USDT-EUR,SELL,USDT,EUR,0.0001,0.0001,0.0001,0.1,0.1,0,BTC-EUR,BUY,BTC,EUR,0.00001,0.01,0.01,0.00001,0.1,0,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,EUR,ETH,SELL USDT/EUR,0.0001,0.1,0,BUY ETH/EUR,0.0001,0.0001,0,SELL ETH/USDT,0.0000001,0.0001,0.1,USDT-EUR,SELL,USDT,EUR,0.0001,0.0001,0.0001,0.1,0.1,0,ETH-EUR,BUY,ETH,EUR,0.0001,0.01,0.01,0.0001,0.1,0,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,EWT,BTC,BUY EWT/USDT,0.01,1,0.1,SELL EWT/BTC,0.01,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,EWT-USDT,BUY,EWT,USDT,0.01,0.00001,0.00001,1,0.1,0.1,EWT-BTC,SELL,EWT,BTC,0.01,0.000000001,0.000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,FET,BTC,BUY FET/USDT,0.0001,1,0.1,SELL FET/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,FET-USDT,BUY,FET,USDT,0.0001,0.0001,0.0001,1,0.1,0.1,FET-BTC,SELL,FET,BTC,0.0001,0.000000001,0.000000001,0.1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,FET,ETH,BUY FET/USDT,0.0001,1,0.1,SELL FET/ETH,0.0001,0.1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,FET-USDT,BUY,FET,USDT,0.0001,0.0001,0.0001,1,0.1,0.1,FET-ETH,SELL,FET,ETH,0.0001,0.00000001,0.00000001,0.1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,HBAR,BTC,BUY HBAR/USDT,0.0001,1,0.1,SELL HBAR/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,HBAR-USDT,BUY,HBAR,USDT,0.0001,0.00001,0.00001,1,0.1,0.1,HBAR-BTC,SELL,HBAR,BTC,0.0001,0.000000001,0.000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,HYPE,KCS,BUY HYPE/USDT,0.01,0.01,0.1,SELL HYPE/KCS,0.01,0.001,0.001,SELL KCS/USDT,0.0001,0.1,0.1,HYPE-USDT,BUY,HYPE,USDT,0.01,0.001,0.001,0.01,0.1,0.1,HYPE-KCS,SELL,HYPE,KCS,0.01,0.001,0.001,0.001,0.001,0.001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,ICP,BTC,BUY ICP/USDT,0.0001,0.001,0.1,SELL ICP/BTC,0.0001,0.001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,ICP-USDT,BUY,ICP,USDT,0.0001,0.001,0.001,0.001,0.1,0.1,ICP-BTC,SELL,ICP,BTC,0.0001,0.00000001,0.00000001,0.001,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,ICX,ETH,BUY ICX/USDT,0.1,10,0.1,SELL ICX/ETH,0.0001,1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,ICX-USDT,BUY,ICX,USDT,0.1,0.00001,0.00001,10,0.1,0.1,ICX-ETH,SELL,ICX,ETH,0.0001,0.00000001,0.00000001,1,0.00001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,INJ,BTC,BUY INJ/USDT,0.0001,0.01,0.1,SELL INJ/BTC,0.0001,0.01,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,INJ-USDT,BUY,INJ,USDT,0.0001,0.001,0.001,0.01,0.1,0.1,INJ-BTC,SELL,INJ,BTC,0.0001,0.00000001,0.00000001,0.01,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,IOST,ETH,BUY IOST/USDT,0.0001,1,0.1,SELL IOST/ETH,0.0001,1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,IOST-USDT,BUY,IOST,USDT,0.0001,0.000001,0.000001,1,0.1,0.1,IOST-ETH,SELL,IOST,ETH,0.0001,0.000000001,0.000000001,1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,IOTA,BTC,BUY IOTA/USDT,0.0001,0.1,0.1,SELL IOTA/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,IOTA-USDT,BUY,IOTA,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,IOTA-BTC,SELL,IOTA,BTC,0.0001,0.000000001,0.000000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,IOTX,BTC,BUY IOTX/USDT,0.0001,1,0.1,SELL IOTX/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,IOTX-USDT,BUY,IOTX,USDT,0.0001,0.00001,0.00001,1,0.1,0.1,IOTX-BTC,SELL,IOTX,BTC,0.0001,0.0000000001,0.0000000001,1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,IOTX,ETH,BUY IOTX/USDT,0.0001,1,0.1,SELL IOTX/ETH,0.0001,1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,IOTX-USDT,BUY,IOTX,USDT,0.0001,0.00001,0.00001,1,0.1,0.1,IOTX-ETH,SELL,IOTX,ETH,0.0001,0.000000001,0.000000001,1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,KAS,BTC,BUY KAS/USDT,0.0001,10,0.1,SELL KAS/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,KAS-USDT,BUY,KAS,USDT,0.0001,0.00001,0.00001,10,0.1,0.1,KAS-BTC,SELL,KAS,BTC,0.0001,0.000000001,0.000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,KCS,ADA,BUY KCS/USDT,0.0001,0.1,0.1,BUY ADA/KCS,0.0001,0.01,0.001,SELL ADA/USDT,0.01,1,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,ADA-KCS,BUY,ADA,KCS,0.0001,0.00001,0.00001,0.01,0.01,0.001,ADA-USDT,SELL,ADA,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,KCS,BNB,BUY KCS/USDT,0.0001,0.1,0.1,BUY BNB/KCS,0.0001,0.01,0.001,SELL BNB/USDT,0.0001,0.001,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,BNB-KCS,BUY,BNB,KCS,0.0001,0.0001,0.0001,0.01,0.01,0.001,BNB-USDT,SELL,BNB,USDT,0.0001,0.001,0.001,0.001,0.1,0.1
USDT,KCS,BTC,BUY KCS/USDT,0.0001,0.1,0.1,SELL KCS/BTC,0.0001,0.01,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,KCS-BTC,SELL,KCS,BTC,0.0001,0.0000001,0.0000001,0.01,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,KCS,DOGE,BUY KCS/USDT,0.0001,0.1,0.1,BUY DOGE/KCS,0.0001,1,0.001,SELL DOGE/USDT,0.0001,10,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,DOGE-KCS,BUY,DOGE,KCS,0.0001,0.000001,0.000001,1,0.01,0.001,DOGE-USDT,SELL,DOGE,USDT,0.0001,0.00001,0.00001,10,0.1,0.1
USDT,KCS,DOT,BUY KCS/USDT,0.0001,0.1,0.1,BUY DOT/KCS,0.0001,0.01,0.001,SELL DOT/USDT,0.0001,0.1,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,DOT-KCS,BUY,DOT,KCS,0.0001,0.0001,0.0001,0.01,0.1,0.001,DOT-USDT,SELL,DOT,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,KCS,ETH,BUY KCS/USDT,0.0001,0.1,0.1,SELL KCS/ETH,0.0001,0.01,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,KCS-ETH,SELL,KCS,ETH,0.0001,0.000001,0.000001,0.01,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,KCS,HYPE,BUY KCS/USDT,0.0001,0.1,0.1,BUY HYPE/KCS,0.01,0.001,0.001,SELL HYPE/USDT,0.01,0.01,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,HYPE-KCS,BUY,HYPE,KCS,0.01,0.001,0.001,0.001,0.001,0.001,HYPE-USDT,SELL,HYPE,USDT,0.01,0.001,0.001,0.01,0.1,0.1
USDT,KCS,LTC,BUY KCS/USDT,0.0001,0.1,0.1,BUY LTC/KCS,0.001,0.001,0.001,SELL LTC/USDT,0.001,0.001,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,LTC-KCS,BUY,LTC,KCS,0.001,0.001,0.001,0.001,0.01,0.001,LTC-USDT,SELL,LTC,USDT,0.001,0.01,0.01,0.001,0.1,0.1
USDT,KCS,PEPE,BUY KCS/USDT,0.0001,0.1,0.1,BUY PEPE/KCS,1,100000,0.001,SELL PEPE/USDT,1,100000,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,PEPE-KCS,BUY,PEPE,KCS,1,0.0000000001,0.0000000001,100000,0.001,0.001,PEPE-USDT,SELL,PEPE,USDT,1,0.000000001,0.000000001,100000,0.1,0.1
USDT,KCS,SOL,BUY KCS/USDT,0.0001,0.1,0.1,BUY SOL/KCS,0.001,0.001,0.001,SELL SOL/USDT,0.001,0.001,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,SOL-KCS,BUY,SOL,KCS,0.001,0.001,0.001,0.001,0.001,0.001,SOL-USDT,SELL,SOL,USDT,0.001,0.01,0.01,0.001,0.1,0.1
USDT,KCS,SUI,BUY KCS/USDT,0.0001,0.1,0.1,BUY SUI/KCS,0.01,1,0.001,SELL SUI/USDT,0.1,0.1,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,SUI-KCS,BUY,SUI,KCS,0.01,0.0001,0.0001,1,0.001,0.001,SUI-USDT,SELL,SUI,USDT,0.1,0.0001,0.0001,0.1,0.1,0.1
USDT,KCS,XRP,BUY KCS/USDT,0.0001,0.1,0.1,BUY XRP/KCS,0.0001,0.1,0.001,SELL XRP/USDT,0.0001,0.1,0.1,KCS-USDT,BUY,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1,XRP-KCS,BUY,XRP,KCS,0.0001,0.0001,0.00001,0.1,0.01,0.001,XRP-USDT,SELL,XRP,USDT,0.0001,0.000001,0.00001,0.1,0.1,0.1
USDT,KLV,BTC,BUY KLV/USDT,0.0001,10,0.1,SELL KLV/BTC,0.0001,10,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,KLV-USDT,BUY,KLV,USDT,0.0001,0.000001,0.000001,10,0.1,0.1,KLV-BTC,SELL,KLV,BTC,0.0001,0.00000000001,0.00000000001,10,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,KLV,TRX,BUY KLV/USDT,0.0001,10,0.1,SELL KLV/TRX,0.0001,1,10,SELL TRX/USDT,0.01,1,0.1,KLV-USDT,BUY,KLV,USDT,0.0001,0.000001,0.000001,10,0.1,0.1,KLV-TRX,SELL,KLV,TRX,0.0001,0.00001,0.00001,1,10,10,TRX-USDT,SELL,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1
